hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
7, 2100.00000, 246.927, -29.8769, 247.67, -149.239, 242.752, 90.4401, 5.71507, -28.0875, 2.82221E-012, -145.67, 9.09495E-013, 180
7, 2400.00000, 246.719, -30.0879, 249.722, -149.105, 241.148, 90.6567, 6.5759, -28.5312, 6.65968E-012, -156.882, 1.4559E-011, 88.2101
7, 2700.00000, 243.783, -29.9445, 247.408, -149.506, 242.296, 90.5929, 5.02051, -27.8816, 9.3476E-012, 177.212, 0, 0
7, 3000.00000, 237.069, -29.8319, 242.582, -150.268, 242.667, 90.4941, 2.30173, -29.1284, 1.62147E-011, 177.589, 9.09495E-013, 180
7, 3300.00000, 242.315, -29.6347, 246.007, -149.792, 244.956, 90.588, 5.96602, -29.3689, 5.49944E-012, -119.745, 7.29015E-012, -93.5763
8, 0.00000, 246.782, -29.69, 246.429, -149.329, 244.02, 90.3551, 6.54947, -29.4521, 3.01005E-012, 127.519, 0, 0
8, 300.00000, 247.807, -29.9539, 247.651, -149.088, 241.653, 90.3861, 6.60883, -29.719, 1.34762E-011, 1.45022, 7.33258E-012, -97.125
8, 600.00000, 247.965, -29.7163, 246.771, -149.214, 243.851, 90.31, 6.66419, -29.4843, 1.05852E-011, -149.683, 7.33258E-012, 82.875
8, 900.00000, 245.743, -29.5038, 245.282, -149.468, 245.193, 90.3418, 6.82452, -29.2751, 8.11727E-012, -52.9696, 7.33258E-012, 97.125
8, 1200.00000, 242.288, -29.4919, 246.576, -149.808, 246.301, 90.676, 6.27287, -27.7235, 5.1394E-012, -76.7323, 7.29015E-012, -93.5763
8, 1500.00000, 243.318, -29.6794, 245.836, -149.68, 244.369, 90.4918, 4.887, -27.4185, 5.04853E-012, -173.535, 7.33258E-012, 82.875
8, 1800.00000, 245.02, -29.5913, 247.791, -149.51, 245.605, 90.6129, 6.76689, -27.97, 2.23978E-012, 142.476, 7.27596E-012, -90
8, 2100.00000, 241.015, -29.8094, 242.385, -149.796, 241.554, 90.2661, 2.74552, -25.7445, 5.28009E-012, -170.081, 4.54747E-013, 0
8, 2400.00000, 238.465, -29.8887, 238.983, -150.025, 239.706, 90.0558, 0.790055, -22.9429, 2.0323E-012, -42.1659, 0, 0
8, 2700.00000, 244.754, -29.629, 243.559, -149.536, 243.544, 90.1964, 5.20508, -29.3277, 1.39766E-012, 47.0601, 7.29015E-012, -86.4237
8, 3000.00000, 248.062, -29.4616, 246.704, -149.284, 246.198, 90.3477, 7.85648, -29.2647, 4.70678E-013, 28.8866, 7.29015E-012, 86.4237
8, 3300.00000, 249.895, -29.6191, 248.596, -149.087, 245.554, 90.3884, 8.00371, -29.4266, 6.27238E-012, 136.469, 1.45803E-011, 86.4237
9, 0.00000, 250.143, -29.6889, 248.78, -149.009, 244.738, 90.3871, 8.11849, -29.4996, 1.18819E-011, 138.685, 7.27596E-012, 90
9, 300.00000, 249.555, -29.6599, 249.183, -149.085, 245.332, 90.4695, 8.27278, -29.4741, 1.41512E-011, 177.698, 7.27596E-012, 90
9, 600.00000, 247.71, -29.5698, 249.533, -149.299, 246.56, 90.6224, 8.50135, -29.3878, 3.53539E-012, 24.7108, 4.54747E-013, 180
9, 900.00000, 249.466, -29.6578, 249.632, -149.083, 245.475, 90.5269, 8.60404, -29.4787, 2.74328E-012, -135.21, 0, 0
9, 1200.00000, 250.217, -29.5127, 248.706, -149.078, 246.444, 90.4062, 8.71062, -29.3369, 9.28207E-012, -97.2121, 4.54747E-013, 180
9, 1500.00000, 249.486, -29.7146, 249.975, -149.026, 244.832, 90.5608, 8.43629, -28.9214, 2.05974E-012, 129.401, 4.54747E-013, 0
9, 1800.00000, 250.154, -29.6598, 247.632, -148.898, 243.642, 90.321, 7.6708, -27.8634, 8.93121E-012, -109.617, 4.54747E-013, 180
9, 2100.00000, 248.306, -29.3751, 248.289, -149.247, 247.267, 90.5234, 7.83193, -26.8926, 5.46985E-012, 160.576, 9.09495E-013, 0
9, 2400.00000, 247.898, -29.451, 248.59, -149.208, 246.373, 90.5832, 8.09361, -27.0436, 3.22871E-012, -163.639, 4.54747E-013, 0
9, 2700.00000, 248.025, -29.3895, 247.895, -149.208, 246.579, 90.5249, 8.50066, -27.7085, 1.82623E-011, 173.566, 1.45803E-011, 86.4237
9, 3000.00000, 248.288, -29.5058, 247.783, -149.139, 245.405, 90.4775, 8.29079, -28.1999, 1.12149E-011, -135.616, 7.29015E-012, -93.5763
9, 3300.00000, 250.952, -29.4631, 249.417, -148.894, 246.183, 90.4982, 10.4697, -29.3167, 1.4745E-011, -156.845, 7.29015E-012, 86.4237
10, 0.00000, 245.408, -29.6647, 243.665, -149.393, 242.673, 90.1885, 5.68911, -29.3898, 1.33181E-011, -169.673, 4.54747E-013, 180
10, 300.00000, 246.797, -29.6643, 247.888, -149.321, 244.771, 90.5138, 7.47914, -29.4562, 4.35001E-012, -128.367, 7.29015E-012, -86.4237
10, 600.00000, 250.889, -29.5857, 251.935, -148.919, 246.554, 90.714, 10.7068, -29.4422, 1.15408E-011, -145.84, 4.54747E-013, 0
10, 900.00000, 249.351, -29.6994, 250.655, -149.016, 245.075, 90.6589, 9.501, -29.5373, 2.72822E-012, -19.4731, 1.45519E-011, 90
10, 1200.00000, 246.623, -30.1354, 247.988, -149.061, 239.718, 90.493, 6.49238, -29.8953, 1.08109E-011, -169.089, 4.54747E-013, 180
10, 1500.00000, 244.917, -30.231, 245.764, -149.202, 238.141, 90.341, 4.64259, -29.8933, 1.05067E-011, -103.134, 7.29015E-012, -93.5763
10, 1800.00000, 252.225, -29.9606, 254.133, -148.62, 243.642, 90.8138, 10.7704, -29.8194, 7.88594E-012, -165.814, 7.27596E-012, 90
10, 2100.00000, 252.134, -29.925, 252.134, -148.656, 243.233, 90.6111, 9.71866, -29.7686, 9.14067E-012, 166.331, 7.29015E-012, -86.4237
10, 2400.00000, 247.551, -29.8773, 247.62, -149.185, 242.733, 90.3978, 6.42857, -29.6364, 2.96459E-012, 85.6013, 4.54747E-013, 180
10, 2700.00000, 253.456, -29.6633, 253.148, -148.676, 246.347, 90.6605, 11.0175, -29.5256, 1.83692E-011, -164.566, 7.27596E-012, -90
10, 3000.00000, 252.194, -29.7346, 252.492, -148.785, 245.636, 90.6499, 10.1205, -29.5841, 6.74525E-012, -126.001, 7.29015E-012, 86.4237
10, 3300.00000, 251.04, -29.7492, 251.145, -148.889, 245.012, 90.5761, 8.78152, -28.9925, 3.94079E-012, -101.229, 7.29015E-012, 93.5763
11, 0.00000, 253.157, -29.6716, 253.405, -148.703, 246.411, 90.6999, 10.3008, -28.7033, 1.72681E-011, -155.08, 1.45803E-011, 86.4237
11, 300.00000, 248.302, -29.7868, 248.96, -149.142, 244.037, 90.5058, 6.51915, -27.6576, 1.42456E-012, -161.384, 7.27596E-012, -90
11, 600.00000, 240.18, -29.9312, 242.058, -149.895, 240.79, 90.2498, 0.743782, -1.78503, 4.83169E-013, -28.0725, 9.09495E-013, 180
11, 900.00000, 238.179, -29.864, 242.181, -150.119, 241.793, 90.3768, 1.00939, -14.9586, 1.28028E-011, -170.287, 0, 0
11, 1200.00000, 247.364, -29.6276, 250.217, -149.264, 245.992, 90.7126, 8.06859, -28.2801, 6.62172E-012, -120.858, 7.33258E-012, 97.125
11, 1500.00000, 250.526, -29.6173, 253.286, -148.967, 247.097, 90.8411, 10.0285, -28.5469, 2.67406E-012, -2.43665, 4.54747E-013, 180
11, 1800.00000, 252.14, -29.609, 252.96, -148.812, 246.832, 90.7161, 10.9092, -29.4693, 4.8089E-012, -118.989, 7.29015E-012, 86.4237
11, 2100.00000, 252.453, -29.6246, 253.649, -148.779, 246.972, 90.7642, 11.2051, -29.4887, 1.12556E-011, -106.353, 7.27596E-012, 90
11, 2400.00000, 252.217, -29.6054, 253.319, -148.803, 246.996, 90.7509, 11.1588, -29.4693, 3.21165E-012, -97.6282, 7.29015E-012, 93.5763
11, 2700.00000, 251.091, -29.6329, 251.881, -148.891, 246.148, 90.6691, 10.2838, -29.4843, 1.07562E-011, -136.606, 1.45519E-011, 90
11, 3000.00000, 241.355, -29.9081, 242.586, -149.769, 240.905, 90.2347, 2.85686, -29.3513, 7.63735E-012, -135.603, 7.29015E-012, -86.4237
11, 3300.00000, 243.854, -29.8476, 245.468, -149.546, 242.432, 90.3907, 4.95475, -29.5298, 8.07128E-012, -43.6446, 7.27596E-012, -90
12, 0.00000, 245.673, -29.6548, 247.229, -149.473, 245.03, 90.4856, 6.5719, -29.4172, 8.98801E-012, -154.529, 4.54747E-013, 0
12, 300.00000, 242.332, -29.7763, 244.142, -149.761, 242.965, 90.3433, 3.97079, -29.3773, 7.55061E-012, -154.11, 7.29015E-012, 93.5763
12, 600.00000, 246.481, -29.6639, 248.442, -149.386, 245.296, 90.5643, 7.32501, -29.451, 1.331E-011, -33.724, 4.54747E-013, 0
12, 900.00000, 249.462, -29.6072, 250.733, -149.122, 246.497, 90.6427, 8.90923, -29.049, 5.62843E-012, -55.9087, 7.29015E-012, 86.4237
12, 1200.00000, 243.409, -29.8003, 244.722, -149.655, 242.9, 90.3452, 3.66898, -26.9723, 6.36267E-012, 168.665, 7.29015E-012, 86.4237
12, 1500.00000, 243.583, -29.6923, 244.081, -149.659, 243.476, 90.2979, 3.36305, -24.3533, 1.45806E-011, -144.761, 1.4559E-011, 88.2101
12, 1800.00000, 241.353, -29.6933, 243.704, -149.884, 243.647, 90.3864, 2.59375, -21.9592, 6.26104E-012, -119.358, 7.27596E-012, -90
12, 2100.00000, 243.289, -29.6268, 245.333, -149.726, 244.776, 90.4483, 4.18326, -25.721, 2.32225E-012, -111.541, 1.4559E-011, 88.2101
12, 2400.00000, 245.168, -29.6284, 247.852, -149.532, 245.555, 90.5966, 6.23162, -27.8688, 6.85454E-012, 167.548, 0, 0
12, 2700.00000, 252.11, -29.5399, 252.497, -148.875, 247.494, 90.6831, 10.3192, -28.8601, 3.47455E-012, 166.759, 7.33258E-012, 97.125
12, 3000.00000, 250.839, -29.6391, 251.079, -148.968, 246.125, 90.5935, 9.45814, -29.4771, 1.14649E-011, -149.621, 7.29015E-012, -86.4237
12, 3300.00000, 242.054, -29.8457, 244.888, -149.78, 242.808, 90.4327, 4.01524, -29.4509, 8.68166E-012, -170.198, 1.4559E-011, 88.2101
13, 0.00000, 240.888, -29.8716, 243.496, -149.887, 242.13, 90.3543, 3.01478, -29.3433, 9.84659E-012, -159.734, 7.29015E-012, 93.5763
13, 300.00000, 246.6, -29.7257, 247.626, -149.367, 244.45, 90.4694, 6.62662, -29.4906, 1.72438E-012, -98.5308, 4.54747E-013, 180
13, 600.00000, 254.374, -29.5573, 253.798, -148.649, 247.644, 90.6802, 11.6558, -29.4278, 2.00695E-011, -176.753, 7.29015E-012, 93.5763
13, 900.00000, 253.197, -29.6019, 253.372, -148.746, 247.162, 90.7, 11.1374, -29.4658, 5.87898E-012, -62.8156, 7.29015E-012, -93.5763
13, 1200.00000, 252.426, -29.753, 253.132, -148.739, 245.545, 90.707, 10.5379, -29.6083, 6.66344E-012, 139.584, 7.27596E-012, 90
13, 1500.00000, 252.35, -29.7711, 253.61, -148.751, 245.671, 90.754, 10.6073, -29.6276, 6.33192E-012, 59.5214, 4.54747E-013, 0
13, 1800.00000, 252.059, -29.8112, 253.363, -148.758, 245.185, 90.7416, 10.3553, -29.6628, 6.57164E-012, -110.904, 0, 0
13, 2100.00000, 254.453, -29.8962, 254.343, -148.459, 244.322, 90.6993, 11.1427, -29.7599, 9.73062E-012, 115.891, 7.29015E-012, -86.4237
13, 2400.00000, 253.787, -29.7256, 253.67, -148.63, 246.009, 90.6791, 10.6782, -29.2448, 8.75061E-012, 42.499, 7.33258E-012, 97.125
13, 2700.00000, 252.93, -29.6966, 252.515, -148.738, 245.983, 90.6062, 9.4769, -28.5755, 5.88297E-012, -132.749, 7.33258E-012, 97.125
13, 3000.00000, 249.415, -29.7856, 249.705, -149.057, 244.402, 90.5045, 7.11802, -28.2718, 4.77436E-012, -120.993, 9.09495E-013, 180
13, 3300.00000, 252.206, -29.6194, 252.451, -148.856, 246.886, 90.6476, 9.48133, -28.4955, 4.96364E-012, 13.2405, 7.33258E-012, 97.125
14, 0.00000, 252.296, -29.6448, 252.567, -148.834, 246.666, 90.6512, 9.47512, -28.5199, 1.04914E-011, 7.47156, 0, 0
14, 300.00000, 252.364, -29.6293, 251.403, -148.822, 246.205, 90.5359, 9.86463, -29.4752, 7.12871E-012, 143.838, 7.33258E-012, -97.125
14, 600.00000, 252.827, -29.6874, 251.934, -148.752, 245.797, 90.557, 9.97691, -29.5349, 4.6964E-012, -50.7716, 1.36424E-012, 0
14, 900.00000, 250.522, -29.6082, 247.109, -148.991, 244.586, 90.2175, 7.11582, -28.4324, 4.51326E-012, -25.3548, 0, 0
14, 1200.00000, 248.736, -29.6207, 244.613, -149.162, 243.593, 90.0679, 5.44606, -27.7567, 1.11121E-011, -156.484, 7.33258E-012, -82.875
14, 1500.00000, 251.325, -29.4789, 249.951, -148.966, 246.992, 90.4803, 8.99272, -28.3617, 4.58799E-012, -104.897, 9.09495E-013, 0
14, 1800.00000, 251.207, -29.5527, 251.074, -148.966, 246.915, 90.5837, 9.0998, -28.448, 1.1523E-011, -162.191, 7.29015E-012, 86.4237
14, 2100.00000, 250.044, -29.7692, 250.629, -148.97, 244.625, 90.5849, 8.69363, -29.3952, 9.29633E-012, -156.962, 9.09495E-013, 0
14, 2400.00000, 250.732, -29.6079, 252.309, -149.004, 247.071, 90.7273, 10.0856, -29.4562, 5.83497E-012, -132.236, 4.54747E-013, 180
